philosophers,left_rate,replication,variant,deadlock,stop_time,events,meals,fairness
5,1.5,5,Классическая,true,5.904692399680092,14,3,0.36
5,1.5,5,С арбитром,false,48.34733556600047,100,32,0.9481481481481482
5,1.5,6,Классическая,true,1.980452325038049,14,3,0.36
5,1.5,6,С арбитром,false,48.177783556605064,119,38,0.9626666666666667
5,1.5,7,Классическая,true,3.1979041539342616,14,3,0.6
5,1.5,7,С арбитром,false,49.796826625590406,95,30,0.9375
5,1.5,8,Классическая,true,2.602523720186378,8,1,0.2
5,1.5,8,С арбитром,false,49.11235635139647,109,35,0.9839357429718876
5,1.5,9,Классическая,true,1.3306682976467292,5,0,0.0
5,1.5,9,С арбитром,false,49.225611084581864,85,27,0.9529411764705882
5,1.5,10,Классическая,true,2.386405913292238,8,1,0.2
5,1.5,10,С арбитром,false,47.425084036855786,97,31,0.9467980295566503
5,1.5,11,Классическая,true,0.7911400747544985,5,0,0.0
5,1.5,11,С арбитром,false,49.662523810291724,121,39,0.9246200607902736
5,1.5,12,Классическая,true,1.1546796399522017,5,0,0.0
5,1.5,12,С арбитром,false,49.726905798076636,104,33,0.9766816143497757
5,1.5,13,Классическая,true,1.3359951402610268,8,1,0.2
5,1.5,13,С арбитром,false,49.851682381195985,73,23,0.8464
5,1.5,14,Классическая,true,2.4861457715358894,11,2,0.2
5,1.5,14,С арбитром,false,49.74579266440678,112,36,0.9893129770992366
5,1.5,15,Классическая,true,14.323198158464171,35,10,0.9090909090909091
5,1.5,15,С арбитром,false,49.675802597836665,110,35,0.8844765342960289
5,1.5,16,Классическая,true,0.9680761148144095,5,0,0.0
5,1.5,16,С арбитром,false,49.73819157375223,100,32,0.8982456140350877
5,1.5,17,Классическая,true,6.7872816928561965,17,4,0.5333333333333333
5,1.5,17,С арбитром,false,49.916375230305306,85,27,0.823728813559322
5,1.5,18,Классическая,true,8.3827451358856,26,7,0.5157894736842106
5,1.5,18,С арбитром,false,49.20737282296784,83,26,0.9657142857142857
5,1.5,19,Классическая,true,0.2090662155851375,5,0,0.0
